motif_family	TF	std_over_alpha_traj	std_over_beta_traj	std_over_ec_traj	cc_over_alpha_traj	time_max_cc_over_alpha_traj	cc_over_beta_traj	time_max_cc_over_beta_traj	cc_over_ec_traj	time_max_cc_over_ec_traj	z_score
HOXB6_PRRX2	HOXB6	0.0267156324436416	0.0244503645691924	0.0291614297451226	0.627096493032899	-274	0.461233717170523	-263	0.614880494803217	-311	1.76740562367091
HOXB6_PRRX2	PRRX2	0.0267156324436416	0.0244503645691924	0.0291614297451226	NaN	NaN	NaN	NaN	NaN	NaN	1.76740562367091
HOXB7	HOXB7	0.0176470372078311	0.031279567168236	0.00958517070106678	0.155440672472895	-1439	0.490791687178595	-201	0.500619821049861	-281	2.24265060365496
HOXB8	HOXB8	0.00283901176644959	0.0128575198482208	0.00499392497106377	0.0460890025943703	1465	0.106280260147089	1422	0.693058827400974	-175	1.31611529719067
HOXC13	HOXC13	0.0042321923552203	0.0180517197104755	0.015749290302673	0.172000935233636	-18	0.0592888024652735	1410	0.0920713592209025	-1582	1.20873710664274
HOXC6_HOXA7	HOXC6	0.00826553046575936	0.0530043671636064	0.0321425694807084	NaN	NaN	NaN	NaN	NaN	NaN	2.25847597683459
HOXC6_HOXA7	HOXA7	0.00826553046575936	0.0530043671636064	0.0321425694807084	0.429302877090484	-120	0.598458918618355	-1	0.741385472027587	-7	2.25847597683459
HOXD1	HOXD1	0.0552990019565298	0.0961346555373063	0.0216576565773172	0.293654071051063	-257	0.395262394157826	-268	0.237417566944124	-303	2.19838394945951
HSF2	HSF2	0.0145169499773886	0.0189441721641281	0.00828796338188313	0.724650805337436	11	0.228330455613319	-1524	0.621365477342716	30	1.87324023351251
HSF4	HSF4	0.0153288195160046	0.00892947447769359	0.0087114642795632	0.114100560717047	-1376	0.153657112408776	-1626	0.778180292518553	16	1.95948211881485
ID4_TCF4_SNAI2	ID4	0.0057099238377349	0.00417490211750952	0.00105947500251165	0.223082912531062	-1404	0.196447104154089	-1445	0.354027551343975	228	2.10967862359221
ID4_TCF4_SNAI2	TCF4	0.0057099238377349	0.00417490211750952	0.00105947500251165	0.230781179586325	-1488	0.16898196055706	-1530	0.107586932883374	-1466	2.10967862359221
ID4_TCF4_SNAI2	SNAI2	0.0057099238377349	0.00417490211750952	0.00105947500251165	0.201399691410149	1546	0.191554017272474	1488	0.197238055553615	-1521	2.10967862359221
IKZF1	IKZF1	0.000835617662689905	0.000375469195240018	0.00164704422547923	0.117448149797011	1390	0.441600825522761	52	0.14244299788946	1440	1.74916330799871
IKZF2	IKZF2	0.0271518768343602	0.0265435073707039	0.0137867778359254	0.212131989976882	-990	0.208012248989521	-231	0.431975892059067	-224	1.5134225374917
INSM1	INSM1	0.00995388127711995	0.00869585841476531	0.00715826465972133	0.180705070901365	-1454	0.146282888499166	1779	0.140776731556142	1624	1.89987770953425
IRF2_STAT2_IRF8_IRF1	IRF2	0.0075559677291689	0.00633239321564686	0.00353895675816784	0.140827256463749	-990	0.226400182946378	-1312	0.516594555337973	-217	2.09062443813229
IRF2_STAT2_IRF8_IRF1	STAT2	0.0075559677291689	0.00633239321564686	0.00353895675816784	0.753956226887533	2	0.660586687715097	2	0.244270817643908	-1577	2.09062443813229
IRF2_STAT2_IRF8_IRF1	IRF8	0.0075559677291689	0.00633239321564686	0.00353895675816784	NaN	NaN	NaN	NaN	NaN	NaN	2.09062443813229
IRF2_STAT2_IRF8_IRF1	IRF1	0.0075559677291689	0.00633239321564686	0.00353895675816784	NaN	NaN	NaN	NaN	NaN	NaN	2.09062443813229
IRF6_IRF4_IRF5	IRF6	0.0138740742489036	0.00842629887195579	0.0127115808644832	0.583647015512319	106	0.139623044434409	-895	0.164752535804797	-1728	1.55346162396161
IRF6_IRF4_IRF5	IRF4	0.0138740742489036	0.00842629887195579	0.0127115808644832	NaN	NaN	NaN	NaN	NaN	NaN	1.55346162396161
IRF6_IRF4_IRF5	IRF5	0.0138740742489036	0.00842629887195579	0.0127115808644832	NaN	NaN	NaN	NaN	NaN	NaN	1.55346162396161
IRF9	IRF9	0.0384168140011119	0.0377897179528195	0.0294970521846082	0.0858635102428318	-1521	0.918215227403574	0	0.939227050395257	0	2.11167427109904
IRX2	IRX2	0.0174390318956643	0.0222876757640613	0.0131118074781184	0.971065250056304	75	0.836386279174673	110	0.775155344395471	124	1.76185970143366
IRX3	IRX3	0.0367964210970453	0.0148155554187701	0.00757010990939288	0.826295277889835	-135	0.936016226552243	-145	0.86808823581851	-184	2.49458677806758
IRX5	IRX5	0.0236772086690976	0.0196536179646478	0.00750039203316449	0.122028616872573	-1470	0.198477769895227	1473	0.158616845956555	1467	1.5072716425195
IRX6_IRX4	IRX6	0.0188781450139653	0.0216897641936089	0.00776482667376037	NaN	NaN	NaN	NaN	NaN	NaN	1.52468342480915
IRX6_IRX4	IRX4	0.0188781450139653	0.0216897641936089	0.00776482667376037	0.075264555702357	1375	0.424006393496556	-139	0.257202104954964	-92	1.52468342480915
ISL1	ISL1	0.0159455170040337	0.0483770118189058	0.0394126573144769	0.826994161820495	0	0.990292772325779	0	0.157929348191188	204	2.54876862324279
ISL2	ISL2	0.118223296865547	0.0101197041227994	0.0121753810459086	0.0869057007981575	1568	0.158572641781741	280	0.679017753266747	50	1.68513334192982
JDP2	JDP2	0.0047119088804419	0.00511995227860375	0.00633498430048929	0.111147912197547	35	0.381974910419945	38	0.39923084951529	35	1.20927213583325
JUN	JUN	0.00810774608810999	0.0277171127106824	0.0114583366804163	0.194296700733564	-1624	0.335697058108978	0	0.20735153317169	1474	2.31359997791992
JUND	JUND	0.0312375205697329	0.00657744544804798	0.0159416424452778	0.18608521011226	1684	0.211958319484335	-1541	0.233049286119996	-1485	1.78169973960788
KLF1	KLF1	0.0187561591068416	0.0161707944563613	0.011876560862495	0.0656395069775962	-1697	0.0822116580821597	-1754	0.159187848355754	275	1.6499639911804
KLF12	KLF12	0.00783950633587187	0.0124298688115558	0.0186982652971844	0.879671025414329	38	0.796050147063732	17	0.516761349867308	-33	2.49416954979418
KLF13	KLF13	0.0223828822538046	0.00413722296154723	0.00642204958554608	0.350757265505164	177	0.576028102312038	-243	0.895849551634692	108	2.00975487106215
KLF14_SP8	KLF14	0.0040616100931156	0.00105204041201374	0.00110689219948169	0.0756345526733546	1661	0.0627676715299622	-389	0.28119762014782	43	1.62753790922708
KLF14_SP8	SP8	0.0040616100931156	0.00105204041201374	0.00110689219948169	0.0740025163911387	1400	0.0895034430867737	1377	0.154039953389744	-314	1.62753790922708
KLF15	KLF15	0.0104089433376692	0.00702818564867329	0.00548126402935406	0.907295833510481	-6	0.924174438838128	-4	0.970331119622904	-4	2.43783583840074
KLF16_SP2	KLF16	0.0115182271137281	0.00559437497853711	0.00474696681859193	NaN	NaN	NaN	NaN	NaN	NaN	2.12461801210293
KLF16_SP2	SP2	0.0115182271137281	0.00559437497853711	0.00474696681859193	0.639217056160527	-142	0.261850290980213	-209	0.214833819096069	-247	2.12461801210293
KLF3	KLF3	0.0179747516153295	0.00497941106518834	0.00534717138272694	0.140140981611647	1732	0.872198957536876	55	0.165992135471248	1586	2.0165158230514
KLF6	KLF6	0.0101888607725393	0.0100714261120642	0.011965639812673	0.175249552997824	-1645	0.126753685007064	-1645	0.155014275041039	1483	2.23198732518265
KLF7	KLF7	0.0156697189203207	0.0172495626405944	0.0047551011194746	0.195022446901865	-57	0.884855949420446	-9	0.183627345083365	347	1.78333236768479
KLF8	KLF8	0.00209075482288776	0.00291354882273402	0.00277442924132871	0.201731689842531	-290	0.190151806687103	-275	0.195447803692475	-1742	1.65945076504797
LHX2	LHX2	0.0192382706215984	0.017944165817717	0.00524684503886738	0.383010968578658	-305	0.43616388185071	-153	0.0530685104479213	-27	2.01653347294871
LHX3	LHX3	0.0294798318430362	0.037918901652117	0.014080822821094	0.31480162059946	-15	0.225157900282834	-1535	0.116031536078593	166	2.02715369706928
LHX6	LHX6	0.022155225820998	0.0118734138240802	0.00572787637349163	0.179338913745976	-134	0.348513780557718	-156	0.560019106952966	-132	1.91875259460443
LMX1B_MNX1_RAX2	LMX1B	0.0226563204108607	0.00642663775506691	0.0237389687610176	0.179938014131913	1617	0.181580533330123	374	0.225100192135236	-1470	2.26330745782281
LMX1B_MNX1_RAX2	MNX1	0.0226563204108607	0.00642663775506691	0.0237389687610176	0.863769963212456	-14	0.175202900451886	342	0.23069761020983	1468	2.26330745782281
LMX1B_MNX1_RAX2	RAX2	0.0226563204108607	0.00642663775506691	0.0237389687610176	NaN	NaN	NaN	NaN	NaN	NaN	2.26330745782281
MAFA	MAFA	0.0132285861355773	0.00988974671852497	0.00614016465743404	0.142130438702769	-1443	0.835289455759629	46	0.177090395566979	-1753	2.02666685354503
MAFB	MAFB	0.0987939294662117	0.103941136754535	0.0214522154895908	0.978596937505434	0	0.9858324139628	0	0.989702422662126	0	2.54504681863544
MAFF_MAFG	MAFF	0.015849244189164	0.00918364857755679	0.0107757424335239	0.889973949439019	0	0.138854991764164	-1358	0.938128870988559	0	2.63671898368618
MAFF_MAFG	MAFG	0.015849244189164	0.00918364857755679	0.0107757424335239	NaN	NaN	NaN	NaN	NaN	NaN	2.63671898368618
MAFK	MAFK	0.0079775144897837	0.00239593729858967	0.00728624622044604	0.552389442479441	-60	0.362497360474766	0	0.125216069487089	-1145	2.93214678985568
MAF_NRL	MAF	0.0567500797379969	0.0377677498025922	0.0183031272769126	0.825882860509435	-15	0.856922739585899	-22	0.116090685241358	-1427	2.48145074158533
MAF_NRL	NRL	0.0567500797379969	0.0377677498025922	0.0183031272769126	0.49120676430439	-60	0.133446091270825	-1619	0.161823972230979	-1539	2.48145074158533
MAX_TFEB	MAX	0.0246544995854456	0.0151330187117795	0.0161568395659884	0.193862676864071	-1288	0.206421620818972	-1579	0.230488958883998	-1569	2.99859572959605
MAX_TFEB	TFEB	0.0246544995854456	0.0151330187117795	0.0161568395659884	NaN	NaN	NaN	NaN	NaN	NaN	2.99859572959605
MAZ_ZNF281_GTF2F1	MAZ	0.00168323318634902	0.00397473576953977	0.00180433402993414	NaN	NaN	NaN	NaN	NaN	NaN	2.18598519036096
MAZ_ZNF281_GTF2F1	ZNF281	0.00168323318634902	0.00397473576953977	0.00180433402993414	0.100840335265092	-1441	0.180425360493979	-1066	0.545229017343463	-173	2.18598519036096
MAZ_ZNF281_GTF2F1	GTF2F1	0.00168323318634902	0.00397473576953977	0.00180433402993414	NaN	NaN	NaN	NaN	NaN	NaN	2.18598519036096
MBD2	MBD2	0.0168484168268095	0.0114256826365842	0.0108387884131643	0.565230329621102	-173	0.225959958621295	-1491	0.165084002109433	-1533	1.27490140175932
MECOM	MECOM	0.00872755158871228	0.00733288640107499	0.00820529159057391	0.223349853099674	1518	0.898105994235603	-1	0.907391055376817	-1	1.50051186869258
MEF2B	MEF2B	0.013300003257297	0.0656676211024208	0.0246877546114481	0.221137474116465	328	0.14542152157389	1599	0.169860540790168	1573	2.81973004547259
MEF2C	MEF2C	0.0367899260629088	0.00512139921530709	0.00494696369854241	0.284729122952763	-102	0.429153110280731	233	0.10858638607144	308	1.84703773483584
MEF2D_MEF2A	MEF2D	0.0229049359969028	0.0337545186752766	0.00704590385492118	0.650926684459938	-176	0.226859023565379	-1238	0.28153645005288	202	2.54035339161877
MEF2D_MEF2A	MEF2A	0.0229049359969028	0.0337545186752766	0.00704590385492118	NaN	NaN	NaN	NaN	NaN	NaN	2.54035339161877
MEIS1	MEIS1	0.00314452193710442	0.0100813718633028	0.00823273060975836	0.440402558671183	0	0.208426836688168	1494	0.214137837892181	-1490	1.67791521558153
MEIS2	MEIS2	0.00258623231698156	0.00263157639522378	0.00186316624296335	0.146177714682453	-847	0.93149440119134	38	0.896068444470703	47	1.93039928257153
MEIS3_TGIF2LX	MEIS3	0.0470066574989687	0.0614515851802128	0.027129419080399	0.196697666235559	-1595	0.228426885617943	-1471	0.139592428331832	-281	1.68781777441239
MEIS3_TGIF2LX	TGIF2LX	0.0470066574989687	0.0614515851802128	0.027129419080399	NaN	NaN	NaN	NaN	NaN	NaN	1.68781777441239
MLX_USF2_USF1_PAX2	MLX	0.0132734133664983	0.0260097299955678	0.0187679704631792	0.164201264373272	-1245	0.660178436687761	-160	0.1432022552249	1635	1.53137895893933
MLX_USF2_USF1_PAX2	USF2	0.0132734133664983	0.0260097299955678	0.0187679704631792	NaN	NaN	NaN	NaN	NaN	NaN	1.53137895893933
MLX_USF2_USF1_PAX2	USF1	0.0132734133664983	0.0260097299955678	0.0187679704631792	NaN	NaN	NaN	NaN	NaN	NaN	1.53137895893933
MLX_USF2_USF1_PAX2	PAX2	0.0132734133664983	0.0260097299955678	0.0187679704631792	NaN	NaN	NaN	NaN	NaN	NaN	1.53137895893933
MNT_HEY1_HEY2	MNT	0.0139996806078224	0.0107460507250017	0.00726756364080893	0.240741482309308	-1470	0.684441530089121	-54	0.713885519570067	-43	2.3393486173646
MNT_HEY1_HEY2	HEY1	0.0139996806078224	0.0107460507250017	0.00726756364080893	0.112497025525966	1835	0.108661581135755	1839	0.0889470415772958	1836	2.3393486173646
MNT_HEY1_HEY2	HEY2	0.0139996806078224	0.0107460507250017	0.00726756364080893	NaN	NaN	NaN	NaN	NaN	NaN	2.3393486173646
MSX2	MSX2	0.0206932932735489	0.0390988690716254	0.0343100152306699	0.37317237806487	-72	0.0335962438374015	-1549	0.497764818864503	-11	1.64143325393861
MXI1_MYC_MYCN	MXI1	0.00608385649556837	0.0060161468044245	0.00541435345648576	0.693475652359591	79	0.0724671977032456	-1621	0.203111982360392	-1542	2.69534232502486
MXI1_MYC_MYCN	MYC	0.00608385649556837	0.0060161468044245	0.00541435345648576	0.955525216318301	6	0.955984272260943	2	0.974166727648898	6	2.69534232502486
MXI1_MYC_MYCN	MYCN	0.00608385649556837	0.0060161468044245	0.00541435345648576	0.876598050320064	-52	0.213118283870682	-1502	0.20754415931501	1522	2.69534232502486
MYB	MYB	0.0033904415355076	0.00155120801869995	0.00117255028760185	0.732670949810123	-15	0.732333238925165	-31	0.141995767578185	1470	1.63320545115029
MYBL2	MYBL2	0.0127793235792336	0.00506371982284379	0.00215166130229986	0.83594121261467	-2	0.877671911059795	3	0.750254359705248	2	2.13296141447892
MYF6	MYF6	0.00338990711054736	0.00423314007999501	0.00153153969699718	0.0744508935085462	-135	0.17756978057705	-188	0.391250367437427	-199	1.720072596304
NANOG	NANOG	0.0242559804278135	0.0188961468465029	0.0225297649719422	0.137285507267086	-1047	0.181625267095985	1452	0.201655890593321	-1434	1.86666023677717
NFAT5	NFAT5	0.0148644065811212	0.00635755767705126	0.0135971279003013	0.164971021072472	-47	0.125440064098047	344	0.622460980596145	-57	1.79909761415203
NFATC1	NFATC1	0.0373725436877977	0.0550595684128207	0.0292240162999607	0.167488151460227	-1511	0.151247145201668	-1446	0.15317522654946	-1447	2.62156395175704
NFATC2_NFATC3	NFATC2	0.0270607665018985	0.0239608571450242	0.0082705903324125	0.125456581620746	-1359	0.597349869772686	-82	0.632846561359945	-269	1.48879771465521
NFATC2_NFATC3	NFATC3	0.0270607665018985	0.0239608571450242	0.0082705903324125	NaN	NaN	NaN	NaN	NaN	NaN	1.48879771465521
NFATC4	NFATC4	0.0355604934229598	0.0409700869780268	0.0280990707211671	0.170664105110199	1523	0.200630210024052	-1457	0.197917038649202	-1341	2.36464073066506
NFIA	NFIA	0.0247197009310708	0.0290064689264145	0.0194127636566264	0.117204427211763	1733	0.12288642857699	1779	0.118467745473528	1759	2.14968018531648
NFIL3	NFIL3	0.00197200053660081	0.00652692942586142	0.00327535383123535	0.241751178203811	-13	0.562984615194258	-1	0.882684726098196	-3	2.45622875779214
NFIX_NFIB	NFIX	0.00489735024863472	0.00201293030986248	0.00100779230870051	0.150008760622012	1630	0.144319791028357	1598	0.554514048196664	172	1.59909518213208
NFIX_NFIB	NFIB	0.00489735024863472	0.00201293030986248	0.00100779230870051	0.157509296151467	1618	0.154117480334798	1545	0.562415475893268	202	1.59909518213208
NFKB1	NFKB1	0.0117438799127391	0.0122863962612656	0.00853520382380771	0.183102157398127	1619	0.948024230761827	0	0.764403745628653	38	1.82034232229499
NHLH1	NHLH1	0.0163390518671658	0.0163194641382215	0.0190031722965411	0.165313145750093	-1612	0.166782540497211	-1626	0.188945143789744	-1525	2.25786061558065
NKX2-1	NKX2-1	0.0269914840590048	0.0438764589926236	0.00977369401520569	0.0816639260012936	1605	0.0990186454911991	1571	0.108687751409982	-1736	1.40161500278021
NKX2-2	NKX2-2	0.0160824784148043	0.0102707614050416	0.0058122409502921	0.274419855889062	225	0.191404754529831	1496	0.194588506728929	1508	1.91327846584103
NKX3-1	NKX3-1	0.0505729490282212	0.0133158753787575	0.0124659546269866	0.159055383020799	-1609	0.190849323380497	1	0.555482939001549	0	1.68612136885831
NKX3-2	NKX3-2	0.0306759271077295	0.0105029251787273	0.0104725463514975	0.274242212711509	-4	0.575110461680328	-379	0.178136681035363	-474	1.51656992357774
NKX6-2	NKX6-2	0.0130234850375597	0.0444140458038041	0.0297020841780368	0.508708018107045	265	0.164558612878868	1580	0.166139995113546	-1509	2.05347157385807
NKX6-3	NKX6-3	0.0462154695794171	0.171936210239979	0.0471239071843735	0.178283620350433	-1561	0.20425918917399	-1476	0.203104299155604	-1489	1.75409538784989
NOTO_VSX2_DLX2_DLX6_NKX6-1	NOTO	0.0141718032226489	0.00599242102934888	0.0125400389622465	NaN	NaN	NaN	NaN	NaN	NaN	2.77754601255034
NOTO_VSX2_DLX2_DLX6_NKX6-1	VSX2	0.0141718032226489	0.00599242102934888	0.0125400389622465	0.0157177536776844	1730	NaN	-1999	0.027619652759432	1436	2.77754601255034
NOTO_VSX2_DLX2_DLX6_NKX6-1	DLX2	0.0141718032226489	0.00599242102934888	0.0125400389622465	0.067994724810891	1508	0.0888189006012053	172	0.148050303599565	-1566	2.77754601255034
NOTO_VSX2_DLX2_DLX6_NKX6-1	DLX6	0.0141718032226489	0.00599242102934888	0.0125400389622465	0.0715546110379431	-1554	0.197232578726013	109	0.152630641713036	-1582	2.77754601255034
NOTO_VSX2_DLX2_DLX6_NKX6-1	NKX6-1	0.0141718032226489	0.00599242102934888	0.0125400389622465	0.153865614783229	1530	0.845979069212083	-79	0.976983705782612	-49	2.77754601255034
NR0B1	NR0B1	0.00306264537195366	0.00842688013858577	0.00558447365130302	0.176864133761847	1703	0.509935365180844	206	0.95062424517187	0	1.70372883804933
NR1D1	NR1D1	0.0230425224196596	0.0383196815810591	0.00631485718270639	0.641918581851334	-30	0.817236927148942	0	0.87631502514759	31	1.73062025515318
NR1H2	NR1H2	0.0152106448111872	0.0164511557969866	0.0236641704263368	0.840090343009529	133	0.119779743497654	-447	0.188780285579854	-1503	2.83386738874738
NR1H4	NR1H4	0.0374273109280507	0.0292481248116323	0.0299552398995701	0.545383906417583	-162	0.59872623826222	-131	0.129604882031336	-1087	3.41860857641363
NR2C1	NR2C1	0.0184202248638952	0.024445303290221	0.0149548159877845	0.11548146475903	-338	0.177208677826228	-1494	0.169955230994362	-1012	1.8233191891297
NR2F1	NR2F1	0.0248001316705957	0.0372410460482584	0.022895485357059	0.213153630331379	-1514	0.901450405190667	-118	0.910343185071306	-153	2.97468166842441
NR2F2	NR2F2	0.00960313721893487	0.0106933441107896	0.00454055503455733	0.17859205084421	-1599	0.199572652537916	-237	0.200136280229813	-1587	2.2461807580494
NR3C1	NR3C1	0.00308111100369548	0.00249098796370257	0.00607677810930456	0.581223432674013	-83	0.137758163906357	-1595	0.23149426397715	-1544	1.94249767439224
NR4A1	NR4A1	0.0055085540353375	0.00529640614982708	0.012134680789723	0.217282876480383	1347	0.556661712532152	281	0.130476209049837	-1362	1.900802976206
NR4A2	NR4A2	0.00146782426969164	0.00166366742864673	0.0020049861865798	0.264814225544811	100	0.270181072275444	81	0.218140197618903	-1431	1.31144471982892
NR4A3	NR4A3	0.011918328041608	0.0104905233103045	0.0114188447456935	0.679068548217797	66	0.68332946477917	53	0.135411310536619	-1593	2.16299874424925
NR5A2	NR5A2	0.00468408683238033	0.00813210667449514	0.00641995748975043	0.175066727741589	1564	0.192031998612211	1637	0.18599060264095	1581	1.35952007383059
NR6A1	NR6A1	0.0111550460583432	0.0115182779695789	0.00874345831565312	0.2113343993683	-1343	0.24140975633604	-1523	0.226354325074104	1472	1.90889341443565
NRF1	NRF1	0.00428224651060723	0.00372220637956608	0.0035053072718778	0.157635329047512	-1529	0.136993080501656	-49	0.831089088697779	-43	3.11849431459295
OLIG1	OLIG1	0.0148082529243057	0.0145328619956826	0.0168237013355031	0.250011396603646	-1182	0.473423037198861	-76	0.914489982622334	0	1.56363074104296
OLIG2_NEUROD1_ATOH1	OLIG2	0.00854487217906724	0.0206181636465955	0.00853764996323337	0.0458175644308236	-1620	0.0488232912867354	1647	0.0819074960269398	-1314	1.5660823452253
OLIG2_NEUROD1_ATOH1	NEUROD1	0.00854487217906724	0.0206181636465955	0.00853764996323337	0.965415693754021	1	0.873253115115503	3	0.975358227921858	1	1.5660823452253
OLIG2_NEUROD1_ATOH1	ATOH1	0.00854487217906724	0.0206181636465955	0.00853764996323337	0.14798891283505	-1620	0.185444835752983	1650	0.177509751615382	1568	1.5660823452253
ONECUT1	ONECUT1	0.00744011467135734	0.017769258100251	0.00697721647947449	0.135248629270715	1750	0.732481355523588	141	0.813303077770837	153	2.27091477028694
ONECUT2_ONECUT3	ONECUT2	0.00881150917963351	0.00366347833272693	0.00135074683791762	0.228760714908323	1558	0.905657340299756	-26	0.380518860153443	-125	1.35491901576288
ONECUT2_ONECUT3	ONECUT3	0.00881150917963351	0.00366347833272693	0.00135074683791762	0.26779799688707	68	0.188513923352255	-1636	0.295112779038179	338	1.35491901576288
OSR1_OSR2	OSR1	0.0175901853369445	0.0221745207191923	0.0218998259565793	0.850074568032026	-125	0.835572505798814	-157	0.222425783344239	-1508	2.21224015771213
OSR1_OSR2	OSR2	0.0175901853369445	0.0221745207191923	0.0218998259565793	0.910893291593968	-98	0.924474490656574	-107	0.939966844514532	-123	2.21224015771213
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	OTP	0.0147442878082914	0.015286436778958	0.00634100407563407	0.447932534017013	-229	0.825487947300751	-268	0.650449157637352	-289	1.83073412916624
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	PHOX2B	0.0147442878082914	0.015286436778958	0.00634100407563407	0.657049167769448	-172	0.812006125027029	-178	0.836160247590077	-243	1.83073412916624
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	LHX1	0.0147442878082914	0.015286436778958	0.00634100407563407	0.230190706113188	-1488	0.21991980079123	-1612	0.198152344382339	-1711	1.83073412916624
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	LMX1A	0.0147442878082914	0.015286436778958	0.00634100407563407	0.545812199678318	-149	0.182972898925921	1545	0.187539817912854	-1684	1.83073412916624
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	LHX5	0.0147442878082914	0.015286436778958	0.00634100407563407	NaN	NaN	NaN	NaN	NaN	NaN	1.83073412916624
OTP_PHOX2B_LHX1_LMX1A_LHX5_HOXC4	HOXC4	0.0147442878082914	0.015286436778958	0.00634100407563407	0.804021980216457	1	0.29630112763525	-155	0.697704271677736	-143	1.83073412916624
OTX1	OTX1	0.0426831655023671	0.0302714173760006	0.0144163374269354	0.329031316548823	-78	0.0871320329848606	-508	0.515081510077968	-32	2.57932695888878
OTX2_CRX	OTX2	0.0239101350875924	0.00931487567488968	0.0234370036870859	0.428787875324523	147	0.293465049616499	146	0.458826289123001	142	1.44995574505281
OTX2_CRX	CRX	0.0239101350875924	0.00931487567488968	0.0234370036870859	NaN	NaN	NaN	NaN	NaN	NaN	1.44995574505281
OVOL1	OVOL1	0.0550044659410221	0.0124852749471843	0.029213389809106	0.192050107127297	1523	0.300006222219119	360	0.178501950698094	-1525	1.55133007558297
PATZ1_KLF4	PATZ1	0.00234321486049094	0.00346895663693171	0.00284859657893125	NaN	NaN	NaN	NaN	NaN	NaN	3.76356437247129
PATZ1_KLF4	KLF4	0.00234321486049094	0.00346895663693171	0.00284859657893125	0.103455154764868	-1765	0.184675746444375	-1514	0.195211836223799	-1540	3.76356437247129
PAX1_PAX9	PAX1	0.00425404749801001	0.0255769100679463	0.00488381855544332	NaN	NaN	NaN	NaN	NaN	NaN	1.45807391699619
PAX1_PAX9	PAX9	0.00425404749801001	0.0255769100679463	0.00488381855544332	0.164521607817653	-345	0.494133398881593	0	0.236219730583669	-118	1.45807391699619
PAX3	PAX3	0.0180453533297825	0.0239066415369193	0.0393444532338834	0.153578022311926	-1651	0.116075735646924	-1639	0.156904161572954	-1554	2.79084627053141
PAX4	PAX4	0.0229442035653205	0.028471250661517	0.0120951264742234	0.949942506081747	-39	0.406690561093863	1	0.934781298215919	0	2.16427907820481
PAX5	PAX5	0.00121418157236896	0.00451993677005315	0.00309912570098596	0.300940689273806	21	0.0540931424448224	-1514	0.0983449089473897	-1605	1.90383781732061
PAX6	PAX6	0.0749175619517401	0.0195122988383037	0.00916590579877979	0.958939033349521	0	0.992440913334539	0	0.656562569776558	9	1.83641124450321
PAX8	PAX8	0.00566681556036934	0.00754105475991226	0.0175674244281935	0.127153709025615	1429	0.13989654538341	-1518	0.636637228451075	-19	1.90118018828488
PBX1	PBX1	0.0470288027819892	0.0154221603523297	0.0117739424778294	0.220938887276657	-1380	0.176612259853309	1577	0.220342775877314	-1460	1.75668898076901
PBX3	PBX3	0.00999056304535125	0.00853053678701664	0.00828277924587513	0.18467334276678	-1227	0.106112598501292	-428	0.541073701564299	5	1.65472442298074
PDX1	PDX1	0.0337958350191548	0.0103032853785302	0.0280119276716899	0.923355075718203	51	0.268454848543478	189	0.880538777613356	78	2.45132288049921
PGR	PGR	0.0557734997345135	0.0161587653170008	0.0317461871016925	0.0172601560849356	-615	0.0506639303656226	-1558	NaN	-1999	1.66745345307661
PITX1	PITX1	0.00873874344428924	0.00764595837440683	0.00502690687652955	0.167715530601371	-1616	0.906120709905204	-121	0.941661614313862	-139	2.07679766969139
PKNOX2	PKNOX2	0.00613036359657101	0.00270529148701121	0.00365177591298105	0.178053608079521	1524	0.796902032255685	39	0.175269809235893	1621	1.49065808581363
PLAG1	PLAG1	0.00914618630884715	0.018289257807427	0.00734185049071205	0.867068643116991	7	0.149447906439703	-1338	0.167351479135605	1485	1.66623783176464
PLAGL1	PLAGL1	0.00832103351316901	0.00602069720486274	0.00504257708057731	0.736176043484204	-63	0.190321509383266	-1565	0.769360116830939	-77	2.93845828865065
POU2F1	POU2F1	0.00959412285931253	0.0171644164935614	0.0171068341320815	0.72253293515298	-123	0.127481431889576	-934	0.828485984030992	-132	1.6192000124003
POU2F2_POU3F1	POU2F2	0.00567410821099639	0.00489179211524902	0.00437064089555887	0.158024819228412	-1740	0.230543250902767	11	0.732514821991504	0	2.54381029820901
POU2F2_POU3F1	POU3F1	0.00567410821099639	0.00489179211524902	0.00437064089555887	0.118464873164935	-1730	0.557479549075384	0	0.332812123807654	1	2.54381029820901
POU3F2	POU3F2	0.00413074158404398	0.00279419539280425	0.0010748448358307	0.469858191527468	-1	0.220392546541727	-39	0.15788853288466	49	1.68210448951655
POU3F3_POU3F4	POU3F3	0.0159646530740134	0.0259243432709872	0.00906306125572055	NaN	NaN	NaN	NaN	NaN	NaN	1.33117505044132
POU3F3_POU3F4	POU3F4	0.0159646530740134	0.0259243432709872	0.00906306125572055	0.19134668977144	-1504	0.178315122556134	-1481	0.660652674427638	-63	1.33117505044132
POU4F1_POU4F3	POU4F1	0.0144276721716847	0.0170776323090939	0.0246583060295874	0.15970800165538	-1386	0.288688307124499	-230	0.20160854103951	1434	1.46464313100567
