"Ahr";"Arid3a";"Arid5b";"Arnt";"Arnt2";"Arntl_Tfe3_Mlx_Mitf_Mlxipl_Tfec";"Atf1_Creb5";"Atf3";"Atf4";"Atf6";"Bach2";"Bbx";"Bptf";"Brca1";"Cbfb";"Cdc5l";"Cebpa_Cebpg";"Clock";"Creb1";"Creb3";"Creb3l2";"Crem_Jdp2";"Ctcfl_Ctcf";"Cux1";"Cxxc1";"Ddit3";"E2f1";"E2f2_E2f5";"E2f3";"E2f7";"E2f8";"Ebf1";"Egr1";"Ehf";"Elf1_Elf2_Etv2_Elf4";"Elf5";"Ep300";"Esrrb_Esrra";"Esrrg";"Ets2";"Etv1_Etv5_Gabpa";"Etv3_Erf_Fev_Elk4_Elk1_Elk3";"Etv6";"Ezh2_Atf2_Ikzf1";"Fos";"Fosb";"Foxa3";"Foxi1_Foxo1";"Foxj3";"Foxk1_Foxj1";"Foxo3";"Foxp1_Foxj2";"Foxp2_Foxp3";"Fubp1";"Gata6";"Glis2";"Glis3";"Gmeb1";"Gmeb2";"Gtf2i";"Hbp1";"Hes1";"Hey1_Myc_Mxi1";"Hif1a";"Hivep1";"Hmbox1";"Hmga2";"Hnf1b";"Hnf4a";"Homez";"Hoxb8_Pdx1";"Hoxc4_Arx_Otp_Esx1_Phox2b";"Hsf1";"Hsf2";"Ikzf2";"Irf2_Irf1_Irf8_Irf9_Irf7";"Irf3";"Irx2_Irx3";"Isl1";"Klf12_Klf14_Sp4";"Klf13";"Klf3";"Klf4_Sp3";"Klf6_Patz1";"Klf7";"Lhx5_Lmx1b_Lhx1";"Max_Mycn";"Maz_Mta3";"Mbd2";"Mecom";"Mef2d_Mef2a";"Meis1";"Meis2";"Mga";"Mnx1_Lhx6_Lmx1a";"Mtf1";"Myog_Tcf12";"Neurod1";"Nfat5";"Nfatc2";"Nfatc3";"Nfe2l2";"Nfia";"Nfic_Nfib";"Nfix";"Nkx2-2";"Nkx6-1_Evx1_Hesx1";"Nr1h4";"Nr2c1";"Nr2f1_Nr4a1";"Nr2f6";"Nr4a2";"Nr5a2";"Nr6a1";"Nrf1";"Onecut1_Cux2";"Pax4";"Pax6";"Pbx1_Pbx3";"Pbx2";"Pgr_Nr3c1";"Pknox2_Pknox1";"Plag1";"Pou2f1";"Pou6f2_Pou4f2";"Ppard";"Pparg_Rxrg";"Prox1";"Rad21_Smc3";"Rara";"Rbpj";"Rela_Rel_Nfkb1";"Relb";"Rest";"Rfx2_Rfx7";"Rfx3_Rfx1_Rfx4";"Rora";"Rorc_Nr1d1";"Rreb1";"Runx2_Bcl11a";"Rxrb";"Sin3a";"Smad1";"Smad2";"Smad3";"Smad4";"Smarcc1_Fosl1";"Snai1_Zeb1_Snai2";"Sox13";"Sox5_Sry";"Sox6_Sox9";"Sp1";"Sp2";"Stat1";"Stat4_Stat3_Stat5b";"Taf1";"Tcf3";"Tcf4_Mesp1";"Tcf7_Tcf7l2";"Tcf7l1";"Tead1";"Tfcp2";"Tfcp2l1";"Tfdp1_Wt1_Egr2_Chd1_Pml";"Tfeb_Usf1_Srebf1_Usf2_Bhlhe41_Srebf2";"Tgif1_Meis3";"Tgif2_Tgif2lx1";"Thra";"Trp53";"Ubp1";"Vdr";"Xbp1_Creb3l1";"Ybx1_Nfya_Nfyb_Nfyc_Cebpz";"Yy1";"Zbtb16";"Zbtb33_Chd2";"Zbtb7c";"Zfhx3";"Zfx_Mecp2";"Zkscan1";"Zkscan3"
"Cnot6l";0;0;0;0;0;0;0;0.60283;0;0.99771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1676;0;0;0;0;0;0;0;0;0;0;0;0;0.54116;0.59347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78243;0;0;0;0.54181;0;0;0;0;0;0;0;0;0;0;0;0;0.91634;0;0;0;2.0433;0.97077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68867;0;0;0;0;0;0;0;0;0;0.54966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51282;0;0;0;0;0.77882;1.8277;0;0;0;0.67463;0;0;0;0;0;0.95263;0;0;0;0;0;7.3761;0;0;0;0;0;0;0;0;0;0.68231;0;0;0.62049;0;4.8259;0;0
"Mrpl1";0;0;0;0;0;0;0;0;0;0;0;0;0.63496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.35486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73377;0.93419;0;0;0;0;0;0;0;0;0;0;0;0.77024;0;0;0;0.99391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fras1";0.58537;0;0;0;0;0;0;0;0;0.57959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.90423;0;0;0;0;0;0;0;0;0;0;0;0;0.99659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hnrnpd";0.64341;0;0;0;0;1.77769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9867;0.99825;0;0;0;0.69954;1.99941;2.99319;0.71395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7411;0;0;0;0.5339;0;0;0;0;0;0;0;0;0;0;0;0.55644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61056;0;0;0;0;0;0;0;0;0;1.8281;0.86274;0;0.79871;0;0;0;0.79885;0;0;0;0;2.7079;2.68545;0;0;0;0;0;0;0;0;0;0;0;0;0;0.90811;0;0
"Hnrnpdl";2.7576;0;0;0;0;0;0;0;0;0.99025;0;0;0;0;0;0;0;0;0;0.99053;0;0;0;0;0;0;0.90381;0;0;0;0;0;1.4697;0;0;0;0;0;0;0;1.57585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5232;0.64711;0;0;0.89286;1.2056;0;0;0;0;0;0;0;0;0.51926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.63843;0;0;0;0;0;0;0;0.55135;0;0;0;0.72361;0;0.70108;0;0;0;0;0;0;0;0;0;0;0.64233;0;0;0;0;0;0;0;0;0;0.91126;0.83723;3.1932;0;0;0;1.6251;0;0;0;0;0;0;0;5.4202;0;0;0;0;0;0;0;1.82637;2.96964;0;0;0;0;0;1.4742;0;0
"Sec31a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64053;0;0;0;0;0;0;0;0;0;0;0;0;0;6.7503;2.5083;0;0;0;0;1.98801;2.79995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50164;0.98892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7827;0;0;0;1.4494;0;0;0;0;0;0.97616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.72501;0;0
"Cops4";0;0;0;0;0;0;0;0.61691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.369;0.57273;0;0;0.99973;0;0;0;0;0;0;0;0.94414;0;0;0;0;0;0;0;0;2.39747;0.72085;0;0;0;0;0.65615;0;0
"Plac8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74236;0;0;0;0;0;0;0;0.88092
"Coq2";0;0;0;0;0;0;0;0.54833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9789;0;0;0;0.50172;0;0;0;0;0.96966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97364;0;0;0;0;0;1.6218;0;0;0;0;0;2.18669;0;0;0;0;0;0;0.55117;0;0;1.3482;0;0;0;0;2.23059;0;0
"Mrps18c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.35357;0;0;0;0;0;0;0;0;0.56281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53915;0;0;0;0.81699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94892;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9568;0;0
"Nkx6-1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91876;0;0;0;0;0;0;0;0;0;2.4631;0;0;0;0;0;0;0;0;0;0;0;0.72144;0;0;0;0;0;0;0;0;3.98202;0;0;0;0;0;0;0;0
"Wdfy3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83357;0;0;0;0;0;0;0;0.52647;0;0;0;2.21105;0;0;0;0;0;0;0;0;0;0.78534;0;0;0;0;1.15007;0;0
"Arhgap24";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71744;0;0;0;0;0;0;0;0;0;0;0;0.56921;0;0.51922;0;0;0;0.63137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59807;0;0;0;0;0;0;0;0;0;0;0.69562;0.54951;0;0;0;0;0;0;0;0;1.3824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91028;0;0
"Mapk10";0;0;0;0;0;0;0.61134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62698;0;0;0.9777;0;0;0;0;0;0;0;0;0;0;0;0;0.76628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.88945;0;0;0;0;0;0;0;0;0;0;0;0;1.1821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77377;0;0;0;0;0;0;0;0;0;0;0.6701;0;0;0.71016;0;0;0;0.5225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ptpn13";0.90874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75767;0;0;0.51071;0.82397;0;0;0;2.1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.96791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77186;0;0;0;0;0;0.55929;0;0;0;0;0;0;0;0;0;2.5347;0.78223;0;0;0;0;0;0;0;0;0;0;1.4037;0;0.56555;0;0;0;0;0;0;2.88256;0;0;0;0;0;1.1117;0;0
"Aff1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hsd17b11";0;0;0;0;0;0.51773;0;0;0;0;0;0;0.90969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65069;0;0;0;0;0;0;0;0;0.66939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82816;0;0;0;0;0;0;0;0;0.70325;0;0;0;0;0;0.80024;0;0;0;0;0;0;0.68917;0;0;0;0;0;0;0;2.76834;0;0.55705;0;0;0;0;0;0
"Nudt9";0;0;0;0;0;1.1082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64459;0.52809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.93213;0;0;0;0;0;0;0;0;0;0;0;0;0.57977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5395;0;0;0;0;0;0;0;0;0.96677;0;0;0;0;0;0;0
"Spp1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pkd2";0.91939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92458;0;0;0;0;0.55568;0;0;0.5643;0;0;0;0;0;0.55427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60543;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56368;0;0;0;0;0;0;0;0;0;0;0;1.5461;1.56784;0;0;0;2.7785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67546;0;0;0;1.9967;0.89267;0;0;0;0;0;0;0;0;0;0;0.57635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.47386;0;0
"BC005561";0;0;0;0;0;0;0.56654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1641;0;0;0;0;0;0.72173;0;0;0;0;0;1.52856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"D930016D06Rik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lrrc8b";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61559;0;0;0;0.75062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5214;0;0;0;0;0;0;0;0.85514;2.4469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97644;0.99079;0;0;0;1.1172;0;0;0;0;1.0962;1.5334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91873;0;0;0;0;0;0.50723;0;0
"Lrrc8c";0;0;0;0;0;0;0;0.95484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85356;0;0;0;0;0;0;0;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52229;0;0;1.97957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89114;0;0;0.50079;0;0;0;0.91176;0.9496;0;0;0;0.70508;0;0;0;0;0;0;0;0;0;0;0;1.85024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.37474;0;0
"Zfp326";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78415;0;0;0;0.84823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71744;0.56547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.71149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6871;0;0;0;0.72501;0;0;0;0;0;0;0;0.8373;0;0;0;0;0;0;0;0;2.9069;0.58832;0;0.73827;0;0;0;0;0
"Zfp644";0;0;0;0;0;0.55878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60734;0;0;0;0;0;0;0;0;0;0.75434;0;0;0;0;0.84099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99272;0;0;0;0;0;0.88943;0;0;0;0;0.83636;0;0;0;0;0;0;0;0;0;1.623;0;0;0;0.97815;0;0;0;0;0;0;0;3.0932;0;0;0;0.66037;0;0;0;0;0;0.89438;0;0;0;0;0.98355;0;0
"Brdt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64324;0.78248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.63737;0;0;0;0;0.9372;0;0;0;0;0;0;0;0;0;0;0;0;1.06141;0;0;0;0;0;0;0;3.94088;0;0;0;0;0;0;0;0
"Glmn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rpap2";0;0;0;0;0;0;0;0.7756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.91724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8842;0.52399;0;0;0;0;0;0;0;0;0;0;2.45455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67919;0;0
"Evi5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98035;0.8976;0;0;0.68724;0;0;0;0;0;0;0;0;0;0;0;0.96652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57894;0;0;0;0.92346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
